Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-0057,Boeing 737-800,Boeing Commercial Airplanes,737-38-4545-101,Left_Flap_System,Wing,Surface finish irregularity causing aerodynamic performance issues,Maintenance_Planning,Steel 4340,89.82,98.79,50.29,91.42,100.39,51.89,Design_Modification,2023-10-31,Wing|Left_Flap_System|Left_Wing|Left_Slat_System|Left_Aileron,Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Production_Control|Flight_Test,10.0,High,,,,,,
CR-737-0058,Boeing 737-800,Boeing Commercial Airplanes,737-53-3073-003,Cockpit_Frame,Fuselage,Fatigue crack observed in structural component during routine inspection,Quality_Assurance,Magnesium AZ31B,138.19,69.82,79.77,137.5,69.13,79.08,Process_Change,2024-10-15,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Production_Control,2.77,Medium,,,,,,
CR-737-0059,Boeing 737-800,Boeing Commercial Airplanes,737-99-6582-002,NLG_Strut,Landing_Gear,Fatigue crack observed in structural component during routine inspection,Customer_Operations,Stainless Steel 316L,70.35,120.47,57.41,69.06,119.18,56.12,Dimensional_Change,2024-02-15,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Customer_Operations|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,4.83,Medium,,,,,,
CR-737-0060,Boeing 737-800,Boeing Commercial Airplanes,737-71-1878-002,Engine_1,Propulsion,Dimensional tolerance exceeded during manufacturing quality check,Customer_Operations,Aluminum 7075-T6,196.4,82.46,38.5,198.05,84.11,40.15,Dimensional_Change,2024-07-25,Left_Wing_Box|Engine_1|Engine_Mount|Engine_Cowling|Propulsion,Manufacturing_Engineering|Customer_Operations|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control|Flight_Test,8.33,Medium,,,,,,
CR-737-0061,Boeing 737-800,Boeing Commercial Airplanes,737-32-8025-003,Main_Landing_Gear,Landing_Gear,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Aluminum 7075-T6,224.9,187.92,33.23,226.39,189.41,34.72,Design_Modification,2024-10-02,Landing_Gear|Main_Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Flight_Test,4.0,High,,,,,,
CR-737-0062,Boeing 737-800,Boeing Commercial Airplanes,737-32-3847-201,Nose_Landing_Gear_Bay,Fuselage,Corrosion detected on surface coating affecting structural integrity,Supplier_Boeing_Wichita,Aluminum 2024-T3,172.11,186.08,13.4,171.81,185.78,13.1,Assembly_Sequence_Change,2023-10-26,Nose_Landing_Gear_Bay|Fuselage|Forward_Fuselage,Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support,0.68,Low,,,,,,
CR-737-0063,Boeing 737-800,Boeing Commercial Airplanes,737-38-5632-101,Left_Slat_System,Wing,Corrosion detected on surface coating affecting structural integrity,Supplier_Spirit_AeroSystems,Steel 4340,422.93,110.43,62.49,423.89,111.39,63.45,Design_Modification,2024-03-11,Wing|Left_Wing_Box|Left_Wing|Left_Slat_System|Left_Flap_System,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management|Supplier_Spirit_AeroSystems|Flight_Test,7.2,High,,,,,,
CR-737-0064,Boeing 737-800,Boeing Commercial Airplanes,737-32-1977-002,Landing_Gear,Landing_Gear,Assembly interference detected during fit-up verification,Customer_Operations,Steel 4340,210.54,79.02,30.7,210.34,78.82,30.5,Assembly_Sequence_Change,2024-12-06,Landing_Gear,Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control,0.15,Low,,,,,,
CR-737-0065,Boeing 737-800,Boeing Commercial Airplanes,737-99-9847-101,APU_Bay,Fuselage,Manufacturing defect in composite layup causing delamination risk,Field_Operations,Aluminum 2024-T3,176.42,152.68,23.33,177.72,153.98,24.63,Surface_Treatment_Change,2024-09-10,Fuselage|Aft_Fuselage|APU_Bay,Manufacturing_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Quality_Assurance,2.33,Low,,,,,,
CR-737-0066,Boeing 737-800,Boeing Commercial Airplanes,737-53-1339-003,Forward_Door_Frame,Fuselage,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Titanium Ti-6Al-4V,294.21,26.61,68.84,294.11,26.51,68.74,Assembly_Sequence_Change,2023-10-12,Forward_Door_Frame|Fuselage|Forward_Fuselage,Structural_Engineering|Configuration_Management|Quality_Assurance,0.22,Low,,,,,,
CR-737-0067,Boeing 737-800,Boeing Commercial Airplanes,737-32-9056-001,Main_Landing_Gear_Bay,Fuselage,Manufacturing defect in composite layup causing delamination risk,Manufacturing_Engineering,Aluminum 6061-T6,113.42,105.46,71.31,112.86,104.9,70.75,Dimensional_Change,2023-06-14,Main_Landing_Gear_Bay|Center_Fuselage|MLG_Wheel_Assembly|Wing_Box_Interface|Wing_Fuel_Tank|Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Production_Control,4.17,High,,,,,,
CR-737-0068,Boeing 737-800,Boeing Commercial Airplanes,737-53-8451-001,Center_Fuselage,Fuselage,Fastener hole misalignment discovered during assembly process,Customer_Operations,Inconel 718,410.99,80.54,77.69,409.71,79.26,76.41,Fastener_Change,2024-06-10,Fuselage|Center_Fuselage,Customer_Operations|Materials_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Production_Control,2.3,Low,,,,,,
CR-737-0069,Boeing 737-800,Boeing Commercial Airplanes,737-99-4073-201,MLG_Wheel_Assembly,Landing_Gear,Fastener hole misalignment discovered during assembly process,Flight_Test,Stainless Steel 316L,83.55,185.7,55.32,84.42,186.57,56.19,Design_Modification,2023-10-01,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Configuration_Management|Production_Control|Flight_Test,7.8,High,,,,,,
CR-737-0070,Boeing 737-800,Boeing Commercial Airplanes,737-71-4920-002,Engine_1,Propulsion,Surface finish irregularity causing aerodynamic performance issues,Maintenance_Planning,Aluminum 2024-T3,494.1,22.16,90.46,494.27,22.33,90.63,Dimensional_Change,2023-08-19,Thrust_Reverser|Engine_1|Propulsion|Engine_Mount,Manufacturing_Engineering|Systems_Engineering|Customer_Support|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Production_Control|Flight_Test,0.87,Medium,,,,,,
CR-737-0071,Boeing 737-800,Boeing Commercial Airplanes,737-99-5479-101,APU_Bay,Fuselage,Material property variation affecting load distribution characteristics,Flight_Test,Stainless Steel 316L,397.51,119.51,94.27,396.66,118.66,93.42,Quality_Requirement_Change,2023-05-29,Fuselage|Aft_Fuselage|APU_Bay,Structural_Engineering|Certification|Supplier_Management|Quality_Assurance|Flight_Test,1.66,Low,,,,,,
CR-737-0072,Boeing 737-800,Boeing Commercial Airplanes,737-32-5526-101,Landing_Gear,Landing_Gear,Fastener hole misalignment discovered during assembly process,Maintenance_Planning,Steel 4340,139.42,153.32,82.66,140.49,154.39,83.73,Tolerance_Adjustment,2023-11-02,Landing_Gear,Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Production_Control|Flight_Test,0.8,Low,,,,,,
CR-737-0073,Boeing 737-800,Boeing Commercial Airplanes,737-99-9824-101,NLG_Strut,Landing_Gear,Fastener hole misalignment discovered during assembly process,Manufacturing_Engineering,Magnesium AZ31B,52.48,107.3,67.2,53.36,108.18,68.08,Fastener_Change,2024-04-11,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Configuration_Management,2.37,Low,,,,,,
CR-737-0074,Boeing 737-800,Boeing Commercial Airplanes,737-99-4912-201,Tail_Cone,Fuselage,Stress concentration area showing signs of material degradation,Supplier_Spirit_AeroSystems,Aluminum 6061-T6,416.96,35.37,37.33,415.44,33.85,35.81,Assembly_Sequence_Change,2024-12-23,Tail_Cone|Fuselage|Aft_Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems|Flight_Test,3.0,Low,,,,,,
CR-737-0075,Boeing 737-800,Boeing Commercial Airplanes,737-53-1606-002,Passenger_Door_Frame,Fuselage,Wear pattern inconsistency observed during maintenance inspection,Manufacturing_Engineering,Aluminum 7075-T6,368.09,195.04,98.47,369.34,196.29,99.72,Assembly_Sequence_Change,2023-04-13,Emergency_Exit_Frame|Center_Fuselage|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Production_Control,4.68,Medium,,,,,,
CR-737-0076,Boeing 737-800,Boeing Commercial Airplanes,737-99-3529-001,Rudder,Empennage,Manufacturing defect in composite layup causing delamination risk,Customer_Operations,Inconel 718,378.05,113.24,34.67,378.46,113.65,35.08,Fastener_Change,2024-10-27,Empennage|Rudder|Vertical_Stabilizer,Customer_Operations|Customer_Support|Structural_Engineering|Quality_Assurance|Production_Control,1.11,Low,,,,,,
CR-737-0077,Boeing 737-800,Boeing Commercial Airplanes,737-32-8994-201,Nose_Landing_Gear,Landing_Gear,Fatigue crack observed in structural component during routine inspection,Field_Operations,Carbon Fiber Composite,397.07,130.55,28.24,397.51,130.99,28.68,Tolerance_Adjustment,2023-08-21,Nose_Landing_Gear|Landing_Gear,Systems_Engineering|Field_Operations|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,0.66,Low,,,,,,
CR-737-0078,Boeing 737-800,Boeing Commercial Airplanes,737-38-2646-101,Right_Flap_System,Wing,Dimensional tolerance exceeded during manufacturing quality check,Customer_Operations,Aluminum 2024-T3,83.32,62.59,49.79,81.81,61.08,48.28,Material_Change,2023-10-28,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Customer_Operations|Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,10.0,High,,,,,,
CR-737-0079,Boeing 737-800,Boeing Commercial Airplanes,737-99-3950-002,Left_Elevator,Empennage,Dimensional tolerance exceeded during manufacturing quality check,Field_Operations,Aluminum 6061-T6,211.31,107.03,15.12,211.71,107.43,15.52,Design_Modification,2024-05-24,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Materials_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,3.6,High,,,,,,
CR-737-0080,Boeing 737-800,Boeing Commercial Airplanes,737-57-8622-003,Right_Wing,Wing,Vibration-induced loosening of critical fastener connections,Maintenance_Planning,Titanium Ti-6Al-4V,102.14,97.25,98.06,100.72,95.83,96.64,Surface_Treatment_Change,2024-08-24,Wing|Right_Wing,Customer_Support|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Supplier_Management,1.6,Low,,,,,,
CR-737-0081,Boeing 737-800,Boeing Commercial Airplanes,737-71-5949-002,Engine_Mount,Propulsion,Stress concentration area showing signs of material degradation,Flight_Test,Aluminum 7075-T6,438.4,33.48,62.96,437.52,32.6,62.08,Surface_Treatment_Change,2024-08-11,Engine_1|Propulsion|Right_Wing_Box|Engine_Mount,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,2.1,Medium,,,,,,
CR-737-0082,Boeing 737-800,Boeing Commercial Airplanes,737-99-7484-003,Rear_Pressure_Bulkhead,Fuselage,Fatigue crack observed in structural component during routine inspection,Quality_Assurance,Stainless Steel 316L,330.48,39.11,60.13,331.59,40.22,61.24,Tolerance_Adjustment,2023-08-24,Emergency_Exit_Frame|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Flight_Test,4.16,Medium,,,,,,
CR-737-0083,Boeing 737-800,Boeing Commercial Airplanes,737-71-1645-003,Engine_1,Propulsion,Assembly interference detected during fit-up verification,Flight_Test,Aluminum 2024-T3,198.9,170.75,69.02,199.17,171.02,69.29,Process_Change,2023-04-03,Engine_Cowling|Engine_1|Propulsion|Engine_Mount,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Configuration_Management|Production_Control|Flight_Test,1.07,Medium,,,,,,
CR-737-0084,Boeing 737-800,Boeing Commercial Airplanes,737-99-9837-003,NLG_Wheel_Assembly,Landing_Gear,Wear pattern inconsistency observed during maintenance inspection,Maintenance_Planning,Steel 4340,78.6,63.17,54.73,79.7,64.27,55.83,Tolerance_Adjustment,2024-05-08,Landing_Gear|Nose_Landing_Gear|NLG_Wheel_Assembly,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,2.47,Low,,,,,,
CR-737-0085,Boeing 737-800,Boeing Commercial Airplanes,737-71-2233-002,Engine_Mount,Propulsion,Assembly interference detected during fit-up verification,Supplier_Spirit_AeroSystems,Aluminum 6061-T6,189.94,55.09,12.89,191.5,56.65,14.45,Quality_Requirement_Change,2024-01-10,Engine_1|Propulsion|Engine_Mount,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Supplier_Spirit_AeroSystems|Flight_Test,2.6,Low,,,,,,
CR-737-0086,Boeing 737-800,Boeing Commercial Airplanes,737-53-3024-101,Cockpit_Frame,Fuselage,Fastener hole misalignment discovered during assembly process,Customer_Operations,Aluminum 6061-T6,196.33,110.88,65.11,197.4,111.95,66.18,Surface_Treatment_Change,2023-04-21,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Customer_Operations|Structural_Engineering|Configuration_Management|Quality_Assurance,2.58,Medium,,,,,,
CR-737-0087,Boeing 737-800,Boeing Commercial Airplanes,737-99-6374-201,Horizontal_Stabilizer,Empennage,Material thickness variation beyond specification limits detected,Field_Operations,Stainless Steel 316L,378.32,158.37,74.46,379.68,159.73,75.82,Tolerance_Adjustment,2024-10-26,Left_Elevator|Empennage|Horizontal_Stabilizer|Vertical_Stabilizer,Structural_Engineering|Systems_Engineering|Quality_Assurance|Field_Operations,4.0,Medium,,,,,,
CR-737-0088,Boeing 737-800,Boeing Commercial Airplanes,737-57-9071-001,Wing_Fuel_Tank,Wing,Corrosion detected on surface coating affecting structural integrity,Supplier_Spirit_AeroSystems,Magnesium AZ31B,336.9,31.15,47.51,335.69,29.94,46.3,Assembly_Sequence_Change,2024-01-15,Wing|Main_Landing_Gear_Bay|Center_Fuselage|Wing_Center_Section|Wing_Fuel_Tank,Materials_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Supplier_Spirit_AeroSystems|Flight_Test,4.55,Medium,,,,,,
CR-737-0089,Boeing 737-800,Boeing Commercial Airplanes,737-38-9017-201,Right_Flap_System,Wing,Stress concentration area showing signs of material degradation,Customer_Operations,Aluminum 2024-T3,449.25,123.83,78.16,449.88,124.46,78.79,Design_Modification,2024-03-30,Wing|Right_Wing|Right_Slat_System|Right_Flap_System|Right_Aileron|Right_Wing_Box,Customer_Operations|Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Flight_Test,5.7,High,,,,,,
CR-737-0090,Boeing 737-800,Boeing Commercial Airplanes,737-99-7523-003,MLG_Wheel_Assembly,Landing_Gear,Material thickness variation beyond specification limits detected,Field_Operations,Stainless Steel 316L,262.5,41.46,30.43,261.14,40.1,29.07,Design_Modification,2024-10-19,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Materials_Engineering|Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Supplier_Management|Configuration_Management|Flight_Test,10.0,High,,,,,,
CR-737-0091,Boeing 737-800,Boeing Commercial Airplanes,737-99-4362-001,Right_Elevator,Empennage,Material property variation affecting load distribution characteristics,Maintenance_Planning,Carbon Fiber Composite,103.82,26.56,29.91,104.11,26.85,30.2,Design_Modification,2023-12-03,Left_Elevator|Empennage|Horizontal_Stabilizer|Right_Elevator|Rudder,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,2.15,High,,,,,,
CR-737-0092,Boeing 737-800,Boeing Commercial Airplanes,737-53-5106-002,Cockpit_Frame,Fuselage,Corrosion detected on surface coating affecting structural integrity,Quality_Assurance,Titanium Ti-6Al-4V,370.96,29.49,24.53,369.34,27.87,22.91,Design_Modification,2024-08-25,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Flight_Test,8.0,High,,,,,,
CR-737-0093,Boeing 737-800,Boeing Commercial Airplanes,737-57-7897-201,Main_Spar,Wing,Corrosion detected on surface coating affecting structural integrity,Field_Operations,Stainless Steel 316L,392.35,170.15,43.48,392.18,169.98,43.31,Surface_Treatment_Change,2024-06-09,Front_Spar|Wing_Center_Section|Main_Spar|Wing,Systems_Engineering|Field_Operations|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management,0.42,Medium,,,,,,
CR-737-0094,Boeing 737-800,Boeing Commercial Airplanes,737-71-1510-001,Engine_Mount,Propulsion,Manufacturing defect in composite layup causing delamination risk,Design_Engineering,Aluminum 6061-T6,302.57,41.24,86.23,303.19,41.86,86.85,Assembly_Sequence_Change,2024-12-30,Engine_1|Left_Wing_Box|Propulsion|Engine_Mount,Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Design_Engineering|Flight_Test,1.86,Medium,,,,,,
CR-737-0095,Boeing 737-800,Boeing Commercial Airplanes,737-38-3430-001,MLG_Brake_System,Landing_Gear,Dimensional tolerance exceeded during manufacturing quality check,Customer_Operations,Magnesium AZ31B,396.94,28.13,84.51,397.65,28.84,85.22,Fastener_Change,2024-09-03,Main_Landing_Gear|MLG_Brake_System|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Manufacturing_Engineering|Customer_Operations|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,3.18,Medium,,,,,,
